EVTNAME5002;스탠리 컵
EVTDESC17140;집회 중 벌인 폭력 시위로 인해 감옥에 수감된 한 $COUNTRY_ADJ$ 여권 운동가가, $COUNTRY$이 자국의 여성을 혹사시키는 현실을 탄원하며 우리 주의 한 교도소에서 2주간 단식 투쟁에 돌입했습니다. 이 투쟁은 '여성에게 투표권을'이라는 슬로건 아래 진행되었으며, 이 일련의 사건으로 인해 여성 참정권이 지역 정치 쟁점의 중심으로 떠올라 좌우와 중도를 불문하고 모든 언론 매체가 이 사건을 중점적으로 보도하고 있습니다.
EVTOPTA17140;지역 당국이 그 발작 일으키는 여성에게 강제 급식할 것을 제안한다
EVTOPTB17140;그녀를 풀어주고 이 일을 조용히 끝내도록 하자
EVTNAME17150;고양이와 쥐 법
EVTDESC17150;이른바 '고양이와 쥐 법(Cat and Mouse Act)'은 여성 참정권 대의에 대한 동정심을 유발할 목적으로 단식 투쟁을 이용하는 여성 참정권 운동의 전술에 대응하기 위해 1912년 영국에서 제정된 악명 높은 법이었습니다. 이 법은 단식 수감자가 중병에서 회복하게 하려고 일시 방면했다가 건강을 회복하면 다시 수감할 수 있도록 명시함으로써, 정부가 단식 투쟁으로 인해 해당 여성에게 야기된 어떠한 피해에 대해서도 책임을 회피할 수 있게 했습니다. 우리 주 중 한 곳의 입법부에도 이와 유사한 조례안이 상정되었고, 이곳에서는 여성 참정권 운동가들의 단식 투쟁이 완벽하게 전술한 방식대로 처리되고 있습니다.
EVTOPTA17150;중앙 정부의 압력을 가하여 법안 제정을 저지한다
EVTOPTB17150;이 문제를 무시한다
EVTNAME17160;연구회
EVTDESC17160;여성 투표권 의제에 근접한 여러 문제를 전담하는 소규모 연구회가 지난 몇 년 동안 세계적 여성 권리 토론에서 두각을 나타내기 시작했습니다. 오늘날 이 단체가 호칭되는 명칭인 '$COUNTRY_ADJ$ 학파'는 철학, 정치 및 경제를 비롯해 전 세계 모든 여성들이 겪는 고난과 역경에 관련된 다양한 관련 논문을 출판했습니다.
EVTOPTA17160;우리 손에 우연히 굴러 들어온 이 세계적 명성의 작은 보석이 내는 빛을 만끽하자
EVTOPTB17160;누군가 눈치채기 전에 우리 국가적 자존심에 생긴 이 수치스러운 오점을 덮어두자
EVTNAME17170;국제 여성 참정권
EVTDESC17170;$COUNTRY$에서는 단호히 앞장서 여성 참정권을 성취해 냈지만, 아직도 다른 여러 국가에는 평등한 현대 민주주의의 경이로움이 철저히 결여되어 있습니다. 때로는 외교적 토론이나 국제 회의에서 타국을 향해 이 사실을 지적하거나, 국내의 팽배한 긴장감을 누그러뜨리는 구실로 삼는 것도 좋을 것입니다.
EVTOPTA17170;확실히 잠잠해질 만한 작은 장소를 하나 알고 있지...
EVTOPTB17170;적어도 우리가 저기 있는 사람들보다는 낫지...
STATE_NONCORES;해당 주 내의 비핵심 프로빈스: §R$VALUE$§%§W
DIPLOMACY_CANNOT_SET_PRIO_VASSAL;타국의 §Y위성국§W 또는 §Y자치령§W에는 영향력을 행사할 수 없습니다
DIPLOMACY_NEGOTIATE_VASSAL;§Y위성국§W 또는 §Y자치령§W과는 협상할 수 없습니다
DIPLOMACY_NEGOTIATE_WE_VASSAL;우리가 §Y위성국§W이나 §Y자치령§W일 경우엔 다른 국가와 협상할 수 없습니다
PW_OPEN_POPSCREEN;§Y$LOC$§W의 인구 통계 보기
COLONIAL_EDUCATION;식민지: $VAL$
EVTNAME17500;노동조합
EVTDESC17500;'절대 안 돼, 우리는 물러서지 않을 거다!'\n\n우리 주 중 한 곳에 속한 지역 작업장에 노동조합이 결성된 이후, 지난 몇 달 동안 사회주의 선동이 폭발적으로 급증했습니다. 이 작업장 사태는 다른 일터에 교보재로 작용된 것처럼 보이며, 이제 해당 주 전체의 모든 방앗간, 작업장, 공장에 노동계가 일대 조직화되고 있는 것 같습니다. 사태를 크게 우려하는 지역 내 엘리트층 집단이 정부 소속 인사에게 접근해 차후의 질서를 보장하기 위해 해당 프로빈스에 국가방위군을 파견할 것을 중앙 정부에 촉구했습니다.
EVTOPTA17500;우리는 병사들의 무기를 그들이 지켜야 할 시민들에게 돌리지 않을 것이다
EVTOPTB17500;이러한 좋은 대의라면 예비로 쓸 수 있는 부대가 몇 있을 텐데...
EVTNAME17510;악화된 시위
EVTDESC17510;우리 주 중 한 곳의 일터에서 비명소리가 들려오고 있습니다. 그곳에서 사회주의 선동가들이 진행 중이던 노동 갈등을 더욱 악화시켰습니다. 지역 자본가들은 이들 혁명가들이 언제, 어디서, 어떻게 그들의 혁명 이념을 전파하는지에 대해 멋대로 구는 것을 보고 경악을 금치 못하고 있으며, 상황이 더 악화될 경우에 대비해 시민군 창설을 고려하고 있습니다.
EVTOPTA17510;시민들에게 자경단을 구성하도록 권장하지는 않을 것이다
EVTOPTB17510;붉은 히드라를 물리칠 수만 있다면 무엇이든 하겠소!
EVTNAME17520;사보타주
EVTDESC17520;지난 몇 주 동안 우리 주 중 하나에 있는 공장이 경미하지만 큰 손실을 초래하는 사보타주의 표적이 되었습니다. 지역 경영진은 해당 지역에 널리 알려진 사회주의 선동가가 이 사태에 책임이 있다고 의심하고 있습니다. 왜냐하면 그 자는 최근 회사가 노동의 내부 분업에 관하여 내린 결정에 대해 불만을 제기했던 것으로 경영진에게 알려져 있기 때문입니다.
EVTOPTA17520;누군가를 해고했다는 뜻인가? 그것에는 아무런 잘못이 없지!
EVTOPTB17520;그 살찐 고양이들의 부당 이득을 규탄한다
westernize_nation_title;서구화 수용
westernize_nation_desc;우리 국가는 근대성과 서구 세계의 지적 공세에 시달리고 있습니다. 현대 기술, 산업, 군사 이론 분야에서 오래된 전통과 제도는 더 이상 과거처럼 우리에게 도움이 되지 않습니다. 어디를 보나 서구의 영향은 들불처럼 우리 국가와 인구, 영혼 속으로 퍼져나가고 있습니다. 만약 우리가 다른 무엇으로 변질되지 않고 온전한 우리 자신으로 남기 원한다면, 지금이야말로 스스로의 운명을 통제해야 할 때입니다. 우리 지식인 엘리트 계층의 지도자들 사이에서는 거대한 서구라는 괴물의 흐름을 바꾸는 유일한 방법이 그 흐름에 몸을 맡기는 것이라는 사실이 자명해졌습니다. 손자가 말했듯, 바람 앞에 구부러지는 갈대 또한 저항의 한 형태이기 때문입니다.
the_meiji_restoration_title;메이지 유신
the_meiji_restoration_desc;전통적으로 일본은 기원전 660년 진무 덴노에 의해 건국되었다고 여겨집니다. 비록 이후로 황실의 혈통이 단절되지 않았다고는 하나, 에도 시대 내내 황실 기관은 숭배받고 존경받는 한편 궁극적으로는 정치적 권력이 없는 기관으로 전락해 있었습니다. 황권의 복고와 함께 빠르고 신속한 산업 현대화, 입헌주의, 경제적 자유화 프로그램을 수용함으로써, 일본은 서구 세계가 강요한 족쇄를 끊어낼 수 있을지도 모릅니다.
HAVE_MILITARY_SCORE_MORE_THAN;다음보다 높은 군사 점수 보유:
CIVILIZED_EFFECT;§Y문명국§W이 됨\n
EVTNAME10000;민족들의 봄
EVTDESC10000;19세기 초의 비교적 평온했던 시대는 $YEAR$년, 자유주의적 선동이 대륙 전역에서 공개적인 혁명으로 표출됨에 따라 요란한 광란과 함께 깨졌습니다. 유럽의 군주제적 구체제들은 혁명의 찬가가 다시금 유럽의 소란스러운 거리에서 메아리치는 것을 공포와 혐오 속에서 지켜볼 수밖에 없었습니다. 학생들과 청년들은 다시 공화국 삼색기 아래에 모여 유럽 자유주의가 전하는 경제적, 문화적, 사회적, 국가적 측면에서의 인간의 자유라는 강력한 메시지에 고무된 채, 젊은 세대의 이상과 꿈 그리고 소망을 축하했습니다.
EVTOPTA10000;우리는 우리 조상들이 그러했듯 자유인이 될 것이다.
form_kellys_irish_brigade_title;켈리 아이리쉬 여단
form_kellys_irish_brigade_desc;겁 많은 링컨의 지지자들은 아일랜드 여단과 마주했을 때 떨지 않았던가?'\n\n남북전쟁 동안 미국으로 이주한 아일랜드 이민자들 대부분이 북군을 위해 싸웠지만, 일부는 잉글랜드로부터 독립을 쟁취하려는 아일랜드의 투쟁과 남부의 탈퇴가 서로 닮아있다고 여겼는지 남부 연합의 편을 들기로 결정했습니다.
EVTNAME17530;유혈 파업!
EVTDESC17530;오늘 우리 주 중 한 곳에서 공산주의 선동꾼들과 혁명가들의 주도로 일어난 파업이 지역 경찰에 의해 신속하게 진압되었습니다. 이 사건은 해당 주의 사회주의 운동에 대한 대대적인 반발을 일으켰습니다. 지역의 농민들은 붉은 이념이 문명의 전통과 역사 전반에 격렬히 반대하며, 무엇보다도 $COUNTRY$의 그것에 반대하는 것으로 인식하고 있습니다.
EVTOPTA17530;이 혁명적인 헛소리가 이것으로 끝나기를 바라자꾸나
EVTOPTB17530;하지만.. 노동자들의 고통은? 지배 계급에 의한 착취는?
EVTNAME17540;동정 파업!
EVTDESC17540;우리 주 중 한 곳의 기계 공장 노동자들이 일터와 사회 전반에 존재하는 (실재하든 그들이 인식한 것이든) 온갖 병폐에 항의하며 파업에 돌입했습니다. 그러나 몇몇 붉은 수염들이 며칠 쉬는 것보다 훨씬 나쁜 것은 주의 전역에 있는 다른 많은 노동자들이 그들과 합세하여 주 차원의 동정 파업에 동참해 우리 주의 생산 원동력을 거의 즉시 멈추게 만들었다는 사실입니다. 이 사소한 문제를 해결하기 위해서는 가혹한 방법을 써야 할지도 모릅니다.
EVTOPTA17540;시간은 우리 편이다. 모호한 약속만 하고 아무런 조치도 취하지 않은 채 그들이 지칠 때까지 기다리도록 하자.
EVTOPTB17540;협력이 의심되는 모든 신문의 지역 언론 배포를 제한한다
EVTNAME17550;$COUNTRY_ADJ$ 붉은 별
EVTDESC17550;$CAPITAL$에 편향된 정치 성향을 숨기지 않는 새로운 일간지가 설립되었습니다. $COUNTRY_ADJ$ 사회주의 정당의 공식 기관지인 '$COUNTRY_ADJ$ 붉은 별'입니다. 붉은 별은 세계 각지 남녀 노동자들의 실태를 그림같이 고발하는 소보도들과 함께 깊은 감동을 주는 사회 평론을 발행하고 있습니다. 붉은 별은 국제적 연대, 노동자 권리, 노동조합주의, 그리고 포괄적이고 민주적이며 사회주의적 기반을 둔 계급 투쟁을 지지한다고 주장합니다.
EVTOPTA17550;클럽에 그들 구독을 시작하자고 제안해야겠군. 진 한 잔 할 사람?
EVTOPTB17550;이게 무슨... 끔찍한 종이 조가리람... 피시 앤 칩스 포장지인가?
EVTNAME17560;메이데이 행진
EVTDESC17560;바람결에 붉은 깃발이 펄럭이고 모든 연령대의 사람들이 이를 구경하기 위해 거리로 나옵니다. 사회주의자, 공산주의자, 노조원들은 물론 각계각층의 노동자들이 하나로 모여, 1886년 시카고 헤이마켓 폭동 당시 사망한 몇몇 시위자들을 기리는 시위 행진을 전국에서 진행하고 있습니다. $COUNTRY$의 거의 모든 도시에서 매년 거듭되는 기념 행사이긴 하지만, 올해의 행사는 우리 주 중 한 곳에서 특히 성공을 거두었으며 이로 인해 사회주의 투쟁성과 의식의 급등이 예상됩니다.
EVTOPTA17560;폭탄 테러범들과 살인자들을 기린다고, 다른 곳도 아닌 *나의* 주에서?
EVTOPTB17560;물론 우리는 노동자들 간의 국제적 연대를 보여주는 이 훌륭한 모습을 지지한다
EVTNAME17580;노조 파괴
EVTDESC17580;암탉 우리에 여우가 있네,'\n옥수수밭에 소들이 있네.\n노조는 파괴되었고,\n그들의 자랑스러운 붉은 깃발은 찢어졌네'\n- 스티브 얼 (Steve Earle)\n\n우리 국의 주 중 한 곳의 자본가들이 '조직화된 노동자의 재앙'이라 묘사되는 것을 끝내기 위해 노조 파괴 전술을 사용하기 시작했습니다. 주의 노동 운동가들 사이에 전문적인 위장 잠입자를 고용하여 침투시킴으로서 자본가들은 노조원 사이에 불만을 심을 수 있기를 바라고 있습니다.
EVTOPTA17580;오직 박수갈채만을 받을 만한 훌륭한 시도군!
EVTOPTB17580;그들은 결사의 자유를 침해하는 짓을 멈춰야 한다
EVTNAME17590;직장 폐쇄!
EVTDESC17590;우리 주 중 한 곳의 자본가들이 지역의 노동 갈등이 악화되는 시기에 앞서 직장 폐쇄를 선언했습니다. 노동자들은 경영진으로부터 고용된 자들 사이에서 여전히 노조에 동조하는 열기가 높은 동안에는 아무도 일터로 돌아오는 것을 환영받지 못할 것이란 통보를 받았습니다. 지역 경찰은 공장에서 일어난 기나긴 일련의 소요 사태들 중 어느 정도는 사보타주에 가까웠다는 점을 언급하며 이러한 조치에 지지를 표명했습니다.
EVTOPTA17590;그래서? 무역, 국방, 생산 일만으로도 벅찬데, 지금 내게 노조 조직 이야기를 하는 겐가?
EVTOPTB17590;이봐! 그건 위헌이야!
EVTNAME17600;검은 깃발
EVTDESC17600;우리 주 중 한 곳의 사회주의 정당이 최근 젊고 카리스마 넘치는 지도자의 영향을 받아 뚜렷한 변형을 겪기 시작했습니다. 그 정당은 사회적으로 주요한 국가의 역할을 강조하는 등 사회주의의 핵심 원칙을 여러 가지 유지하면서도, 공격적이고 호언장담하는 형태의 급진적 민족주의를 수용하기 시작했습니다. 우리 주의 한 곳에 위치한 사회주의 정당 본부에서는 검은 깃발이 나부끼기 시작했습니다. 아직은 '초기'라는 접두어가 붙어있긴 하지만, 우리가 보고 있는 것은 분명 해당 주의 정치에 있어서 급진적인 새로운 전선이 형성되는 것입니다. 바로 파시즘입니다.
EVTOPTA17600;흥미로운 전개로군, 주시하도록 하겠다.
EVTOPTB17600;우리가 이들의 열기를 좀 더 받아들일 만한 형태로 진정시킬 수 있을지 한 번 지켜보자
EVTNAME17610;검은셔츠단
EVTDESC17610;우리 주 중 한 곳에 부상하고 있는 파시스트 정당이 준군사 조직을 결성했습니다. 이 조직은 군사 지휘 체계를 갖추고 이념적으로 단결하여 파시스트 당 지도자들의 명령을 수행할 준비가 되어 있습니다. 이 집단은 그들이 입기 시작한 상징적인 군복 스타일의 셔츠에서 이름을 따 흔히 '검은 셔츠단'이라고 불립니다. 이러한 경향은 $COUNTRY_ADJ$ 정치에서 새로운 것이며, 일부는 이것이 연쇄 반응을 일으켜 다른 정당들도 자체적인 군사 조직을 결성하게 될까 봐 우려하고 있습니다.
EVTOPTA17610;조직을 연행하고 폐쇄를 시도한다
EVTOPTB17610;내버려 두고 세력을 너무 많이 얻지 않기를 바란다
EVTNAME17620;파시스트 무료 급식소
EVTDESC17620;파시스트 정당이 우리 주 중 한 곳에서 실업자들을 위한 무료 급식소를 조직하기 시작했습니다. 그들은 '국제 자본주의의 참상으로부터 순수 혈통의 $COUNTRY_ADJ$ 산업 노동자들을 보호하고 보존해야 한다는 필요성'을 제기합니다. 여러 다른 정당과 선도적인 자유주의 및 보수주의 일간지들은 당의 활동에 날 선 비판을 표명하며, 그것이 결국 뇌물을 제공해 유권자의 지지를 매수하는 것과 다름없다고 주장합니다. 파시스트들 스스로는 이러한 비난에 크게 연연하지 않는 듯합니다.
